Waffensachkunde,1.1.32 Zur Munition im Sinne des Waffengesetzes zählen:,Stahlkugeln für Präzisionsschleudern,Patronenmunition Kaliber .38 Special,".177 (4,5 mm) Rundkugeln",,,,,,,,
Waffensachkunde,1.1.33 Welche der hier genannten Gegenstände sind Munition im Sinne des Waffengesetzes?,Hohlspitzgeschosse für Kurzwaffen,Armbrustbolzen,Schrotpatronen,,,,,,,,
Waffensachkunde,1.1.34 Welcher der hier genannten Gegenstände ist keine Munition im Sinne des Waffengesetzes?,Geschosse für Druckluftgewehre (Diabolos),Platzpatronen für Schreckschusswaffen,Zündhütchen für Vorderladerwaffen mit Zündhütchenzündung (Perkussion),,,,,,,,
Waffensachkunde,1.1.35 Welche der nachfolgend genannten Beispiele sind Kartuschenmunition im Sinne des Waffengesetzes?,Platzpatronen,Munition mit Betäubungsmittel für die Distanzinjektion,Zentralfeuerpatronen mit wiederladbaren Hülsen,,,,,,,,
Waffensachkunde,1.1.37 Was bedeutet „erwerben“ einer Schusswaffe im Sinne des Waffengesetzes?,Abschluss eines Kaufvertrages,Einsetzen als Erbe im Testament,Erlangen der tatsächlichen Gewalt über die Waffe,,,,,,,,
Waffensachkunde,1.1.38 Wer ist Erwerber einer Schusswaffe im Sinne des Waffengesetzes?,"Der Dieb, der die Waffe stiehlt.","Derjenige, der in einem Waffengeschäft lediglich den Kaufvertrag für eine Waffe unterschreibt.","Der Finder, wenn er die Waffen an sich nimmt.",,,,,,,,
Waffensachkunde,"1.1.39 Sie wollen ihren Revolver mit dem Ihres Schützenkameraden dauerhaft tauschen, was müssen sie dabei beachten?",Beide haben eine Erlaubnis zum Erwerb (Voreintrag) der jeweiligen Waffe zu beantragen.,Die Waffen können getauscht werden. Dies ist aber der zuständigen Behörde innerhalb von 14 Tagen anzuzeigen.,Es handelt sich um ein gegenseitiges Überlassen und Erwerben.,,,,,,,,
Waffensachkunde,1.1.40 Wann wird eine Schusswaffe im Sinne des Gesetzes erworben?,Bei unrechtmäßiger Aneignung.,Waffenrechtlicher Erwerb liegt erst bei behördlichem Eintrag der Waffe in die WBK vor.,Wenn der Waffenhändler dem Schützen die Waffe im Geschäft übergibt.,,,,,,,,
Waffensachkunde,1.1.41 Wer erwirbt eine Waffe im Sinne des Waffengesetzes?,"Jeder, der die tatsächliche Gewalt über die Waffe erlangt.","Jeder, der sich die Waffe für einen Zeitraum von weniger als 4 Wochen ausleiht.","Jeder, der die tatsächliche Gewalt über die Waffe ausübt.",,,,,,,,
Waffensachkunde,1.1.42 Wann „erwirbt“ der Käufer eine Waffe im Sinne des Waffengesetzes?,Bei dem Abschluss eines Kaufvertrages.,Bei der Vorlage der Waffenbesitzkarte des Käufers zum Eintrag der Waffe bei seiner zuständigen Behörde.,Bei der Aushändigung der Waffe durch den Verkäufer.,,,,,,,,
Waffensachkunde,1.1.43 Was bedeutet „Überlassen“ einer Schusswaffe?,Vererben einer Schusswaffe (nach dem Tod).,Wer einem anderen die tatsächliche Gewalt darüber einräumt.,Verleihen einer Vereinswaffe (für wenige Tage) an einen anderen Verein.,,,,,,,,
Waffensachkunde,1.1.44 Wer ist sachkundig im Sinne des Waffengesetzes?,"Derjenige, der vor einem Prüfungsausschuss die Sachkundeprüfung erfolgreich abgelegt hat.","Soldaten, die mehrere Jahre mit Wartung, Pflege und Lagerung von Handfeuerwaffen betraut waren.","Derjenige, der erfolgreich seine Gesellenprüfung im Büchsenmacherhandwerk abgelegt hat.",,,,,,,,
Waffensachkunde,1.1.46 „Führen“ im Sinne des Waffengesetzes bedeutet Ausübung der tatsächlichen Gewalt...,in der eigenen Wohnung.,außerhalb des eigenen befriedeten Besitztums.,durch den Waffenhändler im Geschäftsraum.,,,,,,,,
Waffensachkunde,"1.1.47 „Führen“ im Sinne des Waffengesetzes liegt vor, wenn die Waffe...",in der eigenen Wohnung im Holster getragen wird.,im Treppenhaus eines fremden Mehrfamilienhauses im Holster getragen wird.,im eigenen PKW in der offenen Seitenablage transportiert wird.,,,,,,,,
Waffensachkunde,1.1.48 Durch wen und wie wird die waffenrechtliche Zuverlässigkeit einer Person festgestellt?,Die Zuverlässigkeit wird von der zuständigen Behörde geprüft.,"Es werden Auskünfte aus dem Bundeszentralregister, dem zentralen staatsanwaltschaftlichen Verfahrensregister und einer Stellungnahme der örtlichen Polizeidienststelle eingeholt. Zudem werden Auskünfte bei den zuständigen Verfassungsschutzämtern eingeholt.",Die Zuverlässigkeit wird durch die persönliche Vorstellung bei der örtlichen Behörde festgestellt.,,,,,,,,
Waffensachkunde,1.1.49 Wer ist im Sinne des Waffengesetzes in der Regel nicht mehr zuverlässig?,"Jeder, der wegen einer vorsätzlich begangenen Straftat zu einer Geldstrafe von mindestens 60 Tagessätzen verurteilt wurde.","Jeder, der wegen der Begehung von zwei verschiedenen vorsätzlichen Straftaten zu Geldstrafen in Höhe von jeweils 30 Tagessätzen verurteilt wurde.","Jeder, der wegen einer vorsätzlichen Geschwindigkeitsüberschreitung seinen Führerschein für mehr als 60 Tage abgeben musste.",,,,,,,,
Waffensachkunde,1.1.50 Wer ist im Sinne des Waffengesetzes nicht geeignet?,"Jeder, bei dem Tatsachen die Annahme rechtfertigen, dass er abhängig von berauschenden Mitteln ist.","Jeder, der aus einem anerkannten Schießsportverband ausgeschlossen wurde.","Jeder, bei dem Tatsachen die Annahme rechtfertigen, dass er aufgrund in der Person liegender Umstände mit Waffen oder Munition unsachgemäß umgehen wird.",,,,,,,,
Waffensachkunde,1.1.52 Wer verfügt im Sinne des Waffengesetzes nicht über die erforderliche persönliche Eignung zum Waffenbesitz.,"Grundsätzlich alle Personen unter 25 Jahren, wenn sie kein amts- oder fachärztliches oder fachpsychologisches Zeugnis über ihre geistige und körperliche Eignung vorlegen können.","Personen, bei denen Tatsachen die Annahme rechtfertigen, dass sie psychisch krank oder debil sind.","Personen, bei denen Tatsachen die Annahme rechtfertigen, dass sie alkoholabhängig sind.",,,,,,,,
Waffensachkunde,1.1.53 Was versteht man unter dem „Verbringen“ im Sinne des WaffG?,"Waffen oder Munition verbringt, wer diese über die Grenze zum dortigen Verbleib oder mit dem Ziel des Besitzwechsels in den, durch den oder aus dem Geltungsbereich des WaffG zu einer anderen Person oder zu sich selbst transportieren lässt oder selbst transportiert.",Waffen werden dauerhaft in einen anderen Mitgliedstaat mit einem Europäischen Feuerwaffenpass verbracht.,Waffen werden mit einem Europäischen Feuerwaffenpass zu einer Schießsportveranstaltung in einem anderen Mitgliedstaat mitgenommen.,,,,,,,,
Waffensachkunde,1.1.54 Was versteht man unter dem Begriff „Europäischer Feuerwaffenpass“?,"Einen europaweit gültigen Waffenschein für gefährdete Personen, die gegenüber dem Bundesverwaltungsamt ein besonderes Schutzbedürfnis glaubhaft gemacht haben.","Eine europaweit gültige Waffenbesitzkarte, die die Waffenmitnahme auf Reisen in Mitgliedstaaten der EU gestattet.",Ein von der EU standardisiertes Waffenbesitzdokument (gegebenenfalls ist vor der Einreise in einen anderen Mitgliedstaat dessen Erlaubnis zur Mitnahme einzuholen).,,,,,,,,
Waffensachkunde,"1.1.55 Eine Schusswaffe ist „zugriffsbereit“ im Sinne des Waffengesetzes, ...","wenn sie unmittelbar, also mit wenigen schnellen Handgriffen, in Anschlag gebracht werden kann.",wenn sie im abgeschlossenen Koffer im Kfz untergebracht ist.,wenn sie ungeladen in der verschlossenen Schublade liegt.,,,,,,,,
Waffensachkunde,1.1.58 Wann ist eine Schusswaffe im Sinne des Waffengesetzes „schussbereit“?,"Wenn sie griffbereit, aber ungeladen im Holster getragen wird.",Wenn das Schlagstück / der Schlagbolzen bei entladener Waffe gespannt und entsichert ist.,Wenn sie geladen ist.,,,,,,,,
Waffensachkunde,1.1.59 Wann ist eine Waffe „schussbereit“ im Sinne des Waffengesetzes?,Wenn die Waffe geladen und gespannt ist.,"Wenn die Waffe geladen, aber entspannt und gesichert ist.",Wenn ein gefülltes Magazin eingeführt ist.,Wenn das gefüllte Magazin griffbereit liegt.,,,,,,,
Waffensachkunde,1.1.60 Wann ist eine Waffe „schussbereit“ im Sinne des Waffengesetzes?,Wenn sie ungeladen im Holster getragen wird.,Wenn sie in einem verschlossenen Koffer liegt und sich eine Patrone im Patronenlager befindet.,Wenn das Magazin in der Waffe mit Patronen gefüllt ist und die Waffe im unverschlossenen Handschuhfach eines PKW liegt.,,,,,,,,
Waffensachkunde,"1.1.62 Welche Erlaubnis berechtigt zum Schießen mit Schreckschuss-, Reizstoff- und Signalwaffen (mit Zulassungszeichen PTB im Kreis) außerhalb des eigenen befriedeten Besitztums?",Kleiner Waffenschein,behördliche Schießerlaubnis,Waffenbesitzkarte,,,,,,,,
Waffensachkunde,1.1.63 Was bedeutet für einen Sportschützen der Rechtsbegriff „Zu einem vom Bedürfnis umfassten Zweck oder im Zusammenhang damit“ in Bezug auf den Transport einer Schusswaffe?,Der Schütze darf die Waffe in der fremden Wohnung mit Einwilligung des Hausrechtsinhabers zu Schutzzwecken führen.,Der Schütze transportiert seine defekte Schusswaffe zur Reparatur zum Büchsenmacher.,Die Schusswaffe wird am Wohnort des Schützen von ihm über mehrere Tage in einem Autotresor im Kofferraum des PKWs transportiert.,,,,,,,,
Waffensachkunde,"1.1.64 Welche Voraussetzungen müssen gegeben sein, damit der Rechtsbegriff „sportliches Schießen“ erfüllt wird?","Sportliches Schießen liegt dann vor, wenn nach festen Regeln einer genehmigten Sportordnung geschossen wird.","Sportliches Schießen liegt dann vor, wenn nach einer nicht genehmigten Sportordnung geschossen wird.","Sportliches Schießen liegt dann vor, wenn man in einer Gruppe Paintball spielt.",,,,,,,,
Waffensachkunde,1.1.67 Welche Angaben zu einer Waffe werden in einer Waffenbesitzkarte eintragen?,"Waffenart, Bezeichnung der Munition oder des Kalibers, Hersteller- / Warenzeichen oder Marke, Modellbezeichnung, Herstellungsnummer und Tag des Überlassens, sowie der Name und die Anschrift des Überlassers.","Waffenart, Kaliber, Hersteller- oder Warenzeichen, Beschusszeichen, Seriennummer und Tag des Überlassens, sowie der Name und die Personalausweisnummer des Überlassers.","Waffenart, Kaliber, Hersteller- oder Warenzeichen, Nummer der Waffenherstellungserlaubnis und Tag des Überlassens, sowie der Name und die Waffenbesitzkartennummer des Überlassers.",,,,,,,,
Waffensachkunde,"1.1.68 Für die Anerkennung eines Bedürfnisses zum Erwerb und Besitz von Schusswaffen (grüne Waffenbesitzkarte) ist bei Sportschützen die Vorlage einer Bescheinigung des anerkannten Schießsportverbandes erforderlich, dem der Antragsteller durch seine Vereinsmitgliedschaft angehört. Die Bescheinigung muss ausweisen, dass ...",er seit mindestens 12 Monaten den Schießsport in einem Verein regelmäßig als Sportschütze betreibt.,er seine Sammlung vervollständigen möchte.,die Waffe für eine Disziplin nach der Sportordnung des Schießsportverbandes zugelassen und erforderlich ist.,,,,,,,,
Waffensachkunde,1.1.69 Wann wird in der Regel eine waffenrechtliche Erlaubnis von der Erlaubnisbehörde widerrufen?,Wenn der Inhaber nicht mehr zuverlässig im Sinne des Waffengesetzes ist.,Wenn der Inhaber kein Bedürfnis mehr nachweisen kann.,Wenn der Inhaber seinen Wohnort in ein anderes Bundesland verlegt.,,,,,,,,
Waffensachkunde,1.1.73 Kann eine Waffenbesitzkarte auch einem Schützenverein erteilt werden?,"Ja, wenn es sich um einen eingetragenen Verein handelt.",Nein.,"Ja, jedem Verein.",,,,,,,,
Waffensachkunde,1.1.74 Wie lange gilt üblicherweise ein Voreintrag zum Erwerb einer Schusswaffe in einer grünen Waffenbesitzkarte?,6 Monate,1 Jahr,unbefristet,,,,,,,,
Waffensachkunde,1.1.75 Wie lange gilt der Kleine Waffenschein?,1 Jahr,3 Jahre,unbefristet,,,,,,,,
Waffensachkunde,1.1.76 Für wie lange wird ein Waffenschein höchstens erteilt?,1 Jahr,3 Jahre,5 Jahre,,,,,,,,
Waffensachkunde,"1.1.78 Wie lange müssen Sie mindestens als Mitglied eines schießsportlichen Vereins geschossen haben, um als Sportschütze der Behörde ein Bedürfnis zum Erwerb einer Schusswaffe nachweisen zu können?",mindestens 6 Monate,mindestens 12 Monate,mindestens 18 Monate,,,,,,,,
Waffensachkunde,"1.1.79 Wie alt müssen Sie als Sportschütze mindestens sein, um eine Büchse (.308Win) ohne amts- oder fachärztliches oder fachpsychologisches Zeugnis dauerhaft erwerben zu können?",21 Jahre,25 Jahre,27 Jahre,,,,,,,,
Waffensachkunde,"1.1.80 Welches Lebensjahr müssen Sie vollendet haben, um EinzelladerLangwaffen mit glatten Läufen im Kaliber 12 oder kleiner als Sportschütze dauerhaft erwerben zu dürfen?",18 Jahre,21 Jahre,25 Jahre,,,,,,,,
Waffensachkunde,1.1.86 Was sind „Anscheinswaffen“ im Sinne des Waffengesetzes?,"Schusswaffen, die ihrer äußeren Form nach im Gesamterscheinungsbild den Anschein von Feuerwaffen (Anlage 1 Abschnitt 1 Unterabschnitt 1 Nr. 2.1 WaffG) hervorrufen und bei denen zum Antrieb der Geschosse keine heißen Gase verwendet werden.",Nachbildungen von Schusswaffen mit dem Aussehen der o.g. Schusswaffen,unbrauchbar gemachte Schusswaffen mit dem Aussehen der o.g. Schusswaffen,,,,,,,,
Waffensachkunde,1.1.87 Welcher der genannten Gegenstände a) ist eine Anscheinswaffe im Sinne des Waffengesetzes?,"Sportgewehr .223 Remington, das wie ein Sturmgewehr aussieht ohne Zulassungszeichen","Schreckschuss-, Reizstoff- und Signalpistole mit Zulassungszeichen „PTB im Kreis“","Spielzeugpistole, die äußerlich einer echten Pistole im Kaliber 9mm Luger zum Verwechseln ähnlich sieht",,,,,,,,
Waffensachkunde,1.1.88 Welcher der genannten Gegenstände ist eine Anscheinswaffe im Sinne des Waffengesetzes?,"Messer mit einer 14 cm langen, aber nur einseitig geschliffenen Klinge.",Nach waffenrechtlichen Vorschriften unbrauchbar gemachtes altes Armeegewehr mit Zulassungszeichen „Ortszeichen in der Raute“.,"Stockflinte (als Spazierstock getarnte Flinte, früher angeblich oft von Wilderern benutzt)",,,,,,,,
Waffensachkunde,1.1.89 Welche Ausnahmen vom Verbot des Führens von Anscheinswaffen gibt es?,Anscheinswaffen dürfen an Silvester geführt werden.,"Anscheinswaffen dürfen geführt werden, bei der Verwendung bei Foto-, Film oder Fernsehaufnahmen oder bei Theateraufführungen.",Anscheinswaffen dürfen immer verdeckt geführt werden.,,,,,,,,
Waffensachkunde,1.1.90 Wann wird eine Schusswaffe im Sinne des Waffengesetzes „bearbeitet“?,Der Schaft eines Gewehres wird auf ein für den Schützen passendes Maß abgefräst.,Die gebrochene Schließfeder einer Pistole wird ausgetauscht.,Der Lauf eines Revolvers wird von einem befreundeten Schlosser auf 4 Zoll verkürzt.,,,,,,,,
Waffensachkunde,1.2.01 Was muss der Erwerbsberechtigte nach dem Kauf einer Schusswaffe von einer Privatperson/Händler veranlassen?,Er muss einen lizenzierten Waffenhändler einschalten.,Er muss den Kauf der zuständigen Behörde unter Vorlage des Kaufvertrages mitteilen.,Er muss innerhalb von zwei Wochen bei der zuständigen Behörde den Erwerb schriftlich oder elektronisch anzeigen und seine Waffenbesitzkarte zur Eintragung vorlegen.,,,,,,,,
Waffensachkunde,1.2.02 Was muss ein Sportschütze nach dem dauerhaften Erwerb einer Waffe von einem anderen Sportschützen veranlassen?,Nichts,Er muss den Erwerb innerhalb von zwei Wochen schriftlich oder elektronisch anzeigen und seine Waffenbesitzkarte bei der zuständigen Behörde vorlegen.,Beide Waffenbesitzkarten sofort der zuständigen Behörde vorlegen.,,,,,,,,
Waffensachkunde,"1.2.03 Innerhalb welcher Zeit haben Sie den Erwerb, bzw. den Verkauf einer erlaubnispflichtigen Waffe anzuzeigen?",binnen einer Woche,binnen zwei Wochen,binnen eines Monats,,,,,,,,
Waffensachkunde,1.2.04 Welcher Sportschütze muss für die erstmalige Erteilung einer Erlaubnis zum Erwerb und Besitz von Schusswaffen ein amts- oder fachärztliches oder fachpsychologisches Zeugnis über seine geistige Eignung vorlegen?,"Ein 18-jähriger, der ein Kleinkalibergewehr erwerben möchte.","Ein 19-jähriger, der eine Doppelflinte im Kaliber 12/70 erwerben möchte.","Ein 22-jähriger, der einen großkalibrigen Revolver erwerben möchte.",,,,,,,,
Waffensachkunde,1.2.05 Welche Erlaubnispapiere berechtigen auch zum Erwerb von EinzelladerLangwaffen?,Waffenschein,Jagdschein,Europäischer Feuerwaffenpass,,,,,,,,
Waffensachkunde,1.2.06 Welche Erlaubnispapiere berechtigen auch zum Erwerb von EinzelladerLangwaffen?,Sportschützen-WBK (gelbe WBK) (ohne Voreintrag),allgemeine WBK -grün(ohne Voreintrag),Waffenhandelserlaubnis (uneingeschränkt),,,,,,,,
Waffensachkunde,1.2.07 Was ist eine Erwerbsberechtigung für eine einläufige Einzellader-Kurzwaffe (Kleinkaliber-Sportpistole)?,Waffenschein,Waffenbesitzkarte für Sportschützen (gelbe WBK),Waffenerwerbsschein,,,,,,,,
Waffensachkunde,1.2.08 Welche Erlaubnis ist zum Erwerb einer halbautomatischen Pistole .32 S&W erforderlich?,Waffenschein,Waffenbesitzkarte für Sportschützen,Waffenbesitzkarte mit Erwerbsberechtigung (Voreintrag),,,,,,,,
Waffensachkunde,1.2.09 Beim Erwerb einer erlaubnispflichtigen Schusswaffe von einer Privatperson durch den Erwerbsberechtigten ist ...,der Erwerb der Waffe innerhalb eines Jahres der zuständigen Behörde anzuzeigen und die WBK zur Eintragung vorzulegen.,der Erwerb der Waffe innerhalb von vier Wochen der zuständigen Behörde anzuzeigen und die WBK zur Eintragung vorzulegen.,der Erwerb der Waffe innerhalb von zwei Wochen der zuständigen Behörde anzuzeigen und die WBK zur Eintragung vorzulegen.,,,,,,,,
Waffensachkunde,1.2.10 Bei Abhandenkommen der Waffenbesitzkarte ist zu benachrichtigen?,Erlaubnisbehörde,Deutscher Schützenbund,Bundeszentralregister,,,,,,,,
Waffensachkunde,"1.2.11 Was ist zu tun, wenn erlaubnispflichtige Waffen oder Munition abhanden kommen?",Unverzüglich den Verlust der zuständigen Waffenbehörde melden.,Innerhalb eines Monats den Verlust der zuständigen Behörde melden.,Eine Verlustanzeige bei der zuständigen Polizeidienststelle aufgeben.,,,,,,,,
Waffensachkunde,"1.2.12 Was ist zu tun, wenn Erlaubnisurkunden abhanden kommen?",Das Abhandenkommen ist unverzüglich der zuständigen Behörde anzuzeigen.,Eine Ersatzausfertigung ist zu beantragen.,Solange das Dokument nicht genutzt wird ist nichts weiter zu veranlassen.,,,,,,,,
Waffensachkunde,1.2.13 Was ist nach Verlust einer erlaubnispflichtigen Schusswaffe oder einer Waffenbesitzkarte zu veranlassen?,Der Verlust ist unverzüglich der zuständigen Behörde mitzuteilen.,"Die Versicherung ist umgehend in Kenntnis zu setzen, damit diese die Polizei verständigen und alle weiteren Maßnahmen einleiten kann.",Sämtliche denkbaren Maßnahmen zur Wiedererlangung der Schusswaffe und der WBK sind einzuleiten.,,,,,,,,
Waffensachkunde,1.2.14 Sind Sie bezüglich Ihrer Schusswaffen der zuständigen Behörde gegenüber in begründeten Fällen auskunftspflichtig?,"Nein, nur wenn gegen mich ein Verfahren eingeleitet wurde.",Ja,"Nein, nur bei Fragen zur Aufbewahrung.",,,,,,,,
Waffensachkunde,"1.2.15 Kann die zuständige Behörde die Vorlage von erlaubnispflichtigen Schusswaffen, Munition und Erlaubnisscheinen zur Prüfung verlangen?","Nein, solange Waffenbesitzkarte und Munitionserwerbschein gültig sind.","Ja, nur im Rahmen eines Strafverfahrens.","Ja, aus begründetem Anlass.",,,,,,,,
Waffensachkunde,1.2.16 Für welche Inhaber waffenrechtlicher Erlaubnisse ist das Bundesverwaltungsamt sachlich unter anderem zuständig?,"Für Deutsche im Sinne des Artikels 116 des Grundgesetzes, die ihren gewöhnlichen Aufenthalt im Ausland haben (Auslandsdeutsche).",Für ausländische Staatsangehörige innerhalb der Bunderepublik Deutschland.,Im Rahmen der Sportförderung für Profisportler (Sportschützen).,,,,,,,,
Waffensachkunde,1.2.17 Welche Teile einer erlaubnispflichtigen Schusswaffe darf jeder erwerben?,einen Austauschlauf,ein Wechselsystem,ein Abzugssystem,,,,,,,,
